Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
alive,none,belted,m,81,2002,1989,unavail,driver
alive,none,belted,m,26,1997,1989,unavail,driver
alive,airbag,none,f,43,2002,2000,nodeploy,driver
alive,airbag,belted,f,51,2000,1994,nodeploy,driver
alive,airbag,belted,m,21,2000,1995,deploy,driver
alive,airbag,none,f,45,1998,1998,deploy,driver
alive,none,none,m,22,1998,1986,unavail,pass
alive,none,belted,f,54,1998,1990,unavail,driver
alive,airbag,none,m,30,2001,1995,deploy,driver
alive,none,none,f,32,1998,1994,unavail,driver
alive,airbag,none,m,26,2001,2001,deploy,driver
alive,none,none,f,17,1998,1987,unavail,driver
alive,airbag,belted,f,37,1998,1997,nodeploy,driver
alive,none,none,f,17,1999,1985,unavail,pass
alive,airbag,belted,f,41,2002,2000,nodeploy,driver
alive,airbag,belted,f,24,2002,2002,nodeploy,driver
alive,none,none,m,27,2000,1996,unavail,pass
alive,none,belted,f,45,1997,1983,unavail,driver
alive,airbag,belted,f,60,2000,1998,nodeploy,pass
alive,airbag,belted,f,51,1999,1995,nodeploy,driver
alive,none,belted,f,26,1997,1986,unavail,driver
alive,airbag,belted,m,23,2001,2000,deploy,driver
alive,airbag,none,f,19,2002,1997,deploy,driver
alive,airbag,belted,f,41,2002,2001,nodeploy,driver
alive,airbag,none,m,60,2000,1997,deploy,driver
alive,none,belted,m,38,2000,1992,unavail,pass
alive,none,belted,m,55,2000,1982,unavail,driver
dead,airbag,belted,f,87,1998,1995,nodeploy,pass
alive,airbag,none,m,31,2000,1994,nodeploy,driver
alive,airbag,belted,m,33,2000,1994,deploy,driver
alive,airbag,belted,f,52,1999,1998,deploy,driver
alive,none,belted,f,57,2002,1989,unavail,driver
alive,airbag,belted,f,34,1998,1998,deploy,driver
alive,none,none,m,36,2000,1992,unavail,driver
alive,airbag,belted,m,26,1999,1997,nodeploy,driver
alive,none,belted,m,55,1998,1990,unavail,driver
alive,none,belted,f,22,1999,1988,unavail,pass
alive,none,belted,m,55,1998,1989,unavail,driver
alive,airbag,belted,f,29,1998,1997,nodeploy,driver
alive,airbag,belted,f,39,1997,1996,nodeploy,driver
alive,none,none,m,17,2001,1989,unavail,pass
alive,airbag,belted,f,32,2000,2000,deploy,driver
alive,airbag,belted,m,39,2000,2000,nodeploy,driver
alive,airbag,belted,m,48,2000,1998,nodeploy,driver
alive,airbag,belted,f,48,1998,1995,deploy,pass
alive,airbag,belted,m,16,2002,2000,nodeploy,driver
alive,none,none,f,24,2000,1992,unavail,driver
alive,none,belted,m,23,1998,1992,unavail,pass
alive,none,belted,m,37,2000,1988,unavail,driver
alive,none,belted,m,54,1999,1988,unavail,driver
alive,none,none,m,23,1997,1986,unavail,driver
alive,none,belted,m,59,1997,1985,unavail,driver
alive,airbag,belted,f,69,2002,1994,deploy,driver
alive,none,belted,m,23,2000,1985,unavail,driver
dead,airbag,none,f,52,1998,1998,deploy,pass
alive,none,none,m,34,1998,1984,unavail,driver
alive,airbag,belted,m,50,2002,2000,deploy,driver
alive,airbag,belted,f,28,1999,1997,deploy,driver
alive,none,belted,m,21,2000,1994,unavail,pass
alive,none,belted,f,69,2000,1989,unavail,driver
alive,none,none,m,19,1997,1989,unavail,driver
alive,airbag,belted,f,32,1997,1994,deploy,driver
alive,none,belted,m,41,1997,1989,unavail,driver
alive,airbag,belted,m,65,2002,1997,deploy,driver
alive,none,none,m,35,2000,1988,unavail,driver
alive,none,belted,m,18,2002,1981,unavail,driver
alive,airbag,none,m,59,2001,1999,deploy,driver
dead,none,none,m,34,1997,1992,unavail,driver
alive,none,belted,f,23,1997,1991,unavail,pass
alive,none,belted,f,21,1998,1992,unavail,driver
alive,none,belted,f,24,2001,1989,unavail,pass
alive,airbag,belted,f,26,1998,1996,nodeploy,driver
alive,airbag,belted,f,56,2001,2000,nodeploy,driver
alive,airbag,belted,f,24,1997,1996,nodeploy,driver
alive,airbag,belted,m,25,2002,1999,nodeploy,driver
alive,none,none,m,20,1997,1993,unavail,driver
alive,none,belted,f,16,1999,1993,unavail,pass
alive,airbag,belted,f,34,2002,2002,nodeploy,driver
alive,none,none,m,51,2001,1987,unavail,driver
alive,airbag,belted,f,19,1999,1999,nodeploy,pass
alive,airbag,belted,m,16,1998,1995,nodeploy,driver
alive,airbag,belted,m,29,1998,1998,deploy,pass
alive,none,belted,f,34,2000,1993,unavail,driver
alive,none,none,f,21,1998,1984,unavail,driver
alive,none,belted,m,51,1999,1991,unavail,driver
alive,airbag,belted,m,23,2002,1992,deploy,driver
alive,airbag,none,m,19,2000,1996,deploy,pass
alive,airbag,belted,f,20,1998,1998,nodeploy,driver
alive,airbag,none,m,27,2002,1993,deploy,driver
dead,none,none,m,42,1999,1992,unavail,driver
alive,airbag,belted,m,25,1998,1998,deploy,driver
alive,none,belted,m,22,2001,1988,unavail,driver
alive,none,belted,f,19,1997,1989,unavail,driver
alive,airbag,belted,m,20,2002,1997,deploy,driver
alive,none,belted,m,39,1999,1987,unavail,driver
alive,airbag,belted,f,27,1999,1999,nodeploy,driver
alive,none,none,m,39,1997,1994,unavail,driver
alive,none,belted,m,51,2002,1992,unavail,driver
alive,none,belted,m,57,2001,1986,unavail,pass
alive,none,belted,m,19,2001,1991,unavail,pass
alive,none,none,m,36,2002,1994,unavail,driver
alive,none,belted,m,31,1997,1987,unavail,pass
dead,airbag,none,m,32,2002,2000,nodeploy,driver
alive,none,none,f,46,1999,1989,unavail,driver
alive,airbag,belted,m,48,2000,1996,nodeploy,driver
alive,none,none,f,28,2001,1992,unavail,pass
alive,airbag,belted,m,25,2001,1994,deploy,driver
alive,airbag,belted,m,41,1999,1996,nodeploy,driver
alive,airbag,none,m,24,2001,1997,deploy,driver
alive,airbag,belted,f,23,2000,1994,deploy,driver
alive,airbag,none,m,18,2002,1999,deploy,driver
alive,airbag,belted,f,28,2002,2001,deploy,driver
alive,airbag,belted,m,33,1999,1995,deploy,driver
alive,none,belted,f,83,1999,1994,unavail,driver
alive,none,none,m,43,2002,1992,unavail,pass
alive,none,none,m,27,1998,1983,unavail,driver
alive,airbag,belted,m,62,2001,2001,nodeploy,driver
alive,airbag,belted,m,19,1998,1996,deploy,pass
alive,airbag,belted,f,41,2000,1995,nodeploy,pass
alive,none,none,m,27,1999,1987,unavail,driver
alive,airbag,belted,f,46,2001,2001,deploy,driver
alive,none,none,m,31,2002,1991,unavail,driver
alive,none,belted,f,23,1999,1991,unavail,pass
alive,airbag,belted,f,23,1997,1995,deploy,driver
alive,none,belted,m,29,1997,1986,unavail,driver
alive,none,belted,f,33,1997,1988,unavail,driver
dead,none,belted,m,81,1999,1988,unavail,driver
alive,airbag,belted,f,26,1999,1999,nodeploy,pass
alive,airbag,none,f,76,1999,1996,deploy,driver
alive,airbag,none,f,19,2002,1994,nodeploy,driver
alive,airbag,belted,m,32,2001,1995,deploy,driver
alive,none,belted,m,16,1999,1992,unavail,pass
alive,airbag,belted,f,49,1999,1998,deploy,driver
alive,none,none,m,36,2001,1986,unavail,driver
alive,airbag,belted,m,47,2000,1995,deploy,driver
alive,airbag,belted,m,19,2000,2000,deploy,pass
alive,none,belted,f,23,2002,1992,unavail,pass
alive,airbag,none,f,63,1999,1999,deploy,pass
alive,airbag,belted,m,19,1998,1997,deploy,pass
alive,airbag,belted,f,49,2001,1998,deploy,driver
alive,airbag,belted,f,49,2001,1998,deploy,pass
alive,none,belted,f,17,1997,1989,unavail,driver
alive,airbag,belted,f,43,1999,1996,nodeploy,pass
alive,airbag,belted,f,47,2002,2000,deploy,driver
dead,none,none,f,72,2001,1994,unavail,pass
alive,airbag,belted,f,48,2001,1998,nodeploy,pass
alive,none,none,f,21,1997,1977,unavail,driver
alive,none,belted,f,41,2001,1990,unavail,driver
alive,none,none,f,33,1998,1986,unavail,driver
alive,none,none,m,35,2002,1988,unavail,driver
alive,airbag,none,m,22,2001,1998,deploy,driver
alive,none,belted,m,39,1997,1990,unavail,driver
alive,airbag,belted,f,41,2001,1998,nodeploy,driver
alive,airbag,belted,m,25,2001,1994,nodeploy,driver
alive,airbag,belted,m,41,2000,1997,nodeploy,driver
alive,none,none,m,42,1997,1979,unavail,driver
alive,airbag,belted,m,19,2002,2002,nodeploy,driver
alive,none,belted,f,18,2000,1989,unavail,driver
alive,none,belted,m,19,1998,1973,unavail,driver
alive,none,belted,m,27,2000,1994,unavail,driver
alive,none,none,m,36,2000,1986,unavail,pass
alive,none,belted,m,41,1997,1990,unavail,driver
alive,none,belted,f,21,2000,1991,unavail,driver
alive,airbag,none,m,73,1997,1990,deploy,driver
alive,airbag,belted,f,37,1998,1992,deploy,driver
alive,none,none,f,26,1998,1990,unavail,pass
alive,airbag,belted,f,54,2000,1993,deploy,driver
dead,airbag,belted,f,56,1997,1995,deploy,driver
alive,airbag,none,m,40,2000,1996,deploy,driver
alive,none,belted,m,41,2001,1993,unavail,pass
alive,airbag,none,m,42,2001,1996,deploy,driver
alive,airbag,belted,f,17,1997,1995,deploy,pass
alive,airbag,none,m,29,1999,1996,deploy,driver
alive,airbag,belted,m,19,2001,1999,deploy,driver
alive,airbag,belted,m,19,2002,1996,deploy,pass
alive,airbag,belted,m,17,2002,1992,deploy,driver
dead,airbag,belted,f,45,2001,2000,deploy,driver
alive,airbag,belted,f,75,2001,1994,nodeploy,driver
alive,none,none,f,42,1997,1982,unavail,driver
alive,airbag,none,f,42,2000,1999,deploy,pass
alive,airbag,belted,m,45,2002,1999,deploy,driver
alive,none,belted,m,19,1997,1987,unavail,driver
alive,none,none,m,22,1997,1985,unavail,driver
alive,none,none,m,39,1998,1978,unavail,driver
alive,none,belted,m,18,2002,1994,unavail,driver
alive,none,belted,f,38,2000,1990,unavail,driver
alive,airbag,belted,m,49,2001,1994,deploy,driver
alive,airbag,belted,m,40,2001,1999,nodeploy,driver
alive,airbag,belted,f,19,2002,1991,deploy,driver
alive,airbag,belted,f,21,2000,1999,deploy,driver
alive,airbag,none,m,38,1998,1997,deploy,driver
alive,none,none,m,42,2002,1989,unavail,driver
alive,none,belted,f,72,1998,1990,unavail,driver
alive,airbag,belted,m,24,2000,2000,nodeploy,driver
alive,airbag,none,f,32,1998,1997,deploy,driver
alive,none,none,f,26,1999,1987,unavail,driver
alive,airbag,belted,f,63,1998,1996,deploy,driver
alive,airbag,belted,f,49,1998,1993,nodeploy,pass
alive,none,belted,f,42,1997,1981,unavail,driver
alive,airbag,none,m,55,2000,1991,deploy,driver
alive,none,none,m,22,2002,1988,unavail,driver
alive,none,belted,f,67,1997,1986,unavail,pass
alive,airbag,belted,m,43,1997,1998,deploy,pass
alive,airbag,belted,m,20,2000,1994,deploy,driver
alive,none,belted,f,80,1997,1981,unavail,pass
alive,none,belted,m,21,1998,1991,unavail,driver
alive,none,none,f,44,2000,1982,unavail,driver
alive,airbag,none,f,47,1999,1996,deploy,driver
alive,airbag,belted,m,21,1999,1995,deploy,driver
alive,airbag,none,f,27,2001,1999,deploy,driver
alive,none,belted,m,19,1997,1992,unavail,driver
alive,none,belted,m,44,1997,1991,unavail,driver
alive,none,none,m,71,1997,1988,unavail,driver
alive,airbag,belted,f,41,2001,1995,deploy,driver
alive,airbag,belted,m,22,1998,1993,nodeploy,pass
alive,airbag,belted,f,38,2002,1999,deploy,pass
alive,airbag,belted,f,68,2001,2000,deploy,driver
alive,airbag,belted,m,83,2002,2000,deploy,driver
alive,none,none,m,19,1997,1973,unavail,driver
alive,airbag,none,f,44,2000,1999,nodeploy,driver
alive,airbag,belted,f,40,1997,1995,nodeploy,pass
alive,none,none,m,31,2001,1991,unavail,driver
alive,airbag,belted,f,85,2000,1994,deploy,driver
alive,airbag,belted,f,20,1999,1995,nodeploy,driver
alive,airbag,belted,m,29,2001,1999,deploy,driver
alive,airbag,none,f,18,1998,1997,deploy,driver
alive,airbag,none,f,36,1999,1999,deploy,driver
alive,airbag,belted,f,44,2000,1997,deploy,driver
alive,airbag,belted,m,33,1999,1999,deploy,driver
alive,none,belted,m,34,1997,1991,unavail,driver
alive,airbag,belted,m,34,2001,1995,nodeploy,driver
alive,airbag,belted,m,70,2002,2000,deploy,driver
alive,airbag,belted,f,22,2002,1997,nodeploy,driver
alive,airbag,belted,f,58,2000,1998,nodeploy,pass
alive,none,belted,m,17,1998,1987,unavail,driver
alive,airbag,belted,m,26,2000,1990,nodeploy,driver
alive,none,none,m,42,1997,1984,unavail,driver
alive,airbag,belted,f,63,2001,1995,nodeploy,driver
alive,airbag,belted,f,48,1999,1996,deploy,driver
alive,none,belted,m,20,2001,1985,unavail,pass
dead,none,none,f,33,1997,1987,unavail,driver
alive,none,belted,m,16,1997,1991,unavail,driver
alive,airbag,none,m,26,1999,1999,nodeploy,driver
alive,airbag,none,m,29,2000,1999,nodeploy,driver
alive,airbag,belted,f,18,1999,1995,deploy,driver
alive,airbag,belted,m,31,1997,1994,nodeploy,driver
alive,airbag,belted,f,24,1998,1996,deploy,driver
alive,airbag,belted,m,25,2001,1999,nodeploy,pass
alive,airbag,belted,f,46,1999,1998,nodeploy,pass
alive,none,belted,m,20,2000,1988,unavail,driver
alive,airbag,belted,f,26,2000,1999,deploy,pass
alive,airbag,none,m,26,1999,1997,deploy,driver
alive,none,none,f,25,1998,1989,unavail,driver
alive,airbag,belted,m,55,2001,1989,deploy,driver
alive,none,belted,m,31,1999,1989,unavail,driver
alive,airbag,belted,f,69,1999,1997,nodeploy,driver
alive,none,belted,m,61,1997,1990,unavail,driver
alive,none,none,m,22,1997,1983,unavail,driver
alive,airbag,belted,f,38,2000,1994,deploy,driver
alive,none,none,f,54,1997,1991,unavail,driver
alive,airbag,belted,f,20,1999,1996,nodeploy,driver
alive,none,none,f,19,1999,1990,unavail,driver
alive,none,belted,m,23,2002,1990,unavail,driver
alive,airbag,belted,f,33,1997,1997,deploy,driver
alive,airbag,none,f,48,1997,1995,deploy,driver
alive,none,none,m,23,1998,1989,unavail,driver
alive,airbag,belted,f,27,2000,1993,deploy,driver
alive,none,none,f,17,2001,1991,unavail,pass
alive,airbag,belted,f,57,2001,1998,nodeploy,pass
alive,airbag,belted,f,84,2002,2000,deploy,driver
alive,none,belted,f,23,1998,1988,unavail,pass
alive,airbag,belted,f,43,1997,1995,nodeploy,driver
alive,none,belted,f,62,1998,1995,unavail,pass
alive,none,none,f,24,1998,1988,unavail,driver
alive,airbag,belted,m,38,2002,1995,deploy,driver
alive,airbag,belted,f,25,2002,2002,deploy,pass
alive,none,belted,m,24,2001,1981,unavail,pass
alive,none,belted,m,17,1997,1990,unavail,driver
alive,airbag,belted,m,83,2001,1999,deploy,driver
alive,none,belted,m,54,2001,1989,unavail,driver
alive,airbag,belted,m,21,2000,1997,deploy,driver
alive,airbag,belted,m,28,2000,2000,nodeploy,driver
alive,none,none,m,27,2001,1996,unavail,driver
alive,none,belted,f,40,1999,1992,unavail,pass
alive,airbag,belted,f,30,2000,2000,nodeploy,driver
alive,airbag,belted,f,51,1998,1995,deploy,driver
alive,airbag,belted,m,57,1998,1991,nodeploy,driver
alive,airbag,belted,m,36,2000,1996,deploy,driver
alive,airbag,none,m,39,1998,1996,deploy,driver
alive,airbag,none,m,17,1999,1990,deploy,driver
alive,airbag,belted,f,25,1998,1994,deploy,driver
alive,airbag,belted,f,44,2002,1994,nodeploy,pass
alive,airbag,belted,m,31,1997,1994,deploy,driver
dead,airbag,belted,f,40,2001,2001,deploy,pass
alive,none,none,m,19,1999,1986,unavail,driver
alive,airbag,none,m,22,2002,2002,deploy,driver
alive,none,belted,f,46,2002,1989,unavail,driver
alive,none,belted,f,18,1999,1991,unavail,pass
alive,airbag,belted,m,52,2002,2000,deploy,driver
alive,airbag,none,m,84,1998,1995,deploy,pass
alive,none,belted,f,52,2000,1993,unavail,pass
alive,none,belted,m,18,2001,1992,unavail,pass
alive,none,belted,m,22,2000,1989,unavail,driver
alive,airbag,belted,f,31,2001,1994,deploy,driver
alive,airbag,belted,m,65,1999,1996,deploy,pass
alive,none,none,m,31,1997,1988,unavail,driver
alive,airbag,belted,m,17,2002,2001,deploy,driver
alive,airbag,none,f,39,1999,1996,nodeploy,driver
alive,airbag,belted,f,41,2001,2001,deploy,driver
alive,none,belted,m,42,1999,1987,unavail,driver
alive,airbag,belted,m,27,2000,1993,deploy,driver
alive,airbag,belted,f,43,1999,1997,nodeploy,driver
dead,airbag,belted,f,38,2000,1994,deploy,driver
alive,airbag,belted,f,16,2002,2000,deploy,pass
alive,airbag,belted,m,45,2002,1992,deploy,driver
alive,airbag,belted,m,27,2002,2001,nodeploy,driver
alive,none,belted,m,30,1997,1987,unavail,driver
alive,airbag,belted,f,19,2000,1997,nodeploy,driver
alive,airbag,belted,f,22,1998,1996,deploy,driver
alive,airbag,belted,m,19,2001,1994,deploy,pass
alive,airbag,none,f,57,2000,1998,nodeploy,pass
alive,airbag,belted,f,26,2002,1993,deploy,driver
alive,airbag,none,f,35,2002,2000,nodeploy,driver
alive,airbag,belted,m,20,2001,2000,deploy,driver
alive,none,none,f,20,2001,1988,unavail,pass
dead,none,none,m,18,1998,1986,unavail,driver
alive,none,belted,m,25,2002,1990,unavail,driver
alive,airbag,belted,m,34,2000,1997,deploy,driver
alive,airbag,none,m,53,1999,1997,deploy,pass
alive,airbag,belted,m,30,1998,1998,deploy,driver
alive,none,belted,f,42,1997,1983,unavail,driver
alive,none,belted,m,68,2000,1985,unavail,driver
alive,none,none,f,19,1999,1990,unavail,pass
alive,airbag,belted,f,23,2002,1996,nodeploy,driver
alive,none,belted,m,59,2001,1990,unavail,driver
alive,airbag,none,m,19,1997,1993,deploy,driver
alive,airbag,none,f,26,2002,1999,deploy,driver
alive,none,none,f,19,2002,1986,unavail,driver
alive,none,belted,f,17,2000,1990,unavail,driver
alive,none,none,m,20,2000,1987,unavail,pass
alive,none,belted,f,23,2000,1995,unavail,pass
alive,none,belted,m,44,2001,1994,unavail,driver
alive,airbag,none,f,21,1997,1996,deploy,driver
alive,none,none,m,41,2002,1987,unavail,driver
alive,airbag,none,f,46,1998,1995,deploy,driver
dead,none,none,f,32,2001,1992,unavail,driver
alive,airbag,belted,f,22,2002,2001,nodeploy,pass
alive,none,belted,f,28,2001,1985,unavail,driver
alive,airbag,belted,m,57,2001,2000,nodeploy,driver
dead,none,none,m,44,1997,1987,unavail,driver
alive,airbag,belted,f,75,1999,1998,deploy,driver
dead,airbag,belted,f,25,1997,1995,deploy,driver
alive,none,none,m,42,1999,1991,unavail,driver
alive,airbag,belted,m,45,1998,1997,deploy,pass
alive,airbag,belted,f,33,2002,2000,deploy,driver
dead,none,belted,f,53,1997,1989,unavail,driver
alive,airbag,belted,m,38,1997,1997,deploy,driver
dead,airbag,none,m,55,2001,2001,deploy,driver
alive,none,none,f,34,2000,1991,unavail,driver
alive,airbag,belted,m,52,1999,1998,deploy,driver
alive,none,belted,f,43,1997,1994,unavail,driver
alive,airbag,belted,f,26,1998,1994,nodeploy,driver
alive,none,belted,f,40,1998,1982,unavail,driver
alive,airbag,none,f,18,2001,1992,deploy,driver
alive,none,belted,m,82,2002,1988,unavail,driver
dead,none,none,m,27,1998,1987,unavail,driver
alive,airbag,belted,m,24,2001,1994,deploy,driver
alive,airbag,belted,m,47,1999,1995,deploy,driver
alive,none,none,m,58,1999,1992,unavail,driver
alive,none,belted,m,57,1998,1994,unavail,driver
alive,airbag,belted,f,42,1999,1999,deploy,driver
alive,airbag,belted,f,16,1998,1998,deploy,driver
alive,airbag,belted,m,18,2002,1990,deploy,driver
alive,airbag,none,m,16,2000,1999,deploy,pass
alive,airbag,belted,m,31,1997,1995,deploy,driver
alive,none,belted,m,16,1997,1988,unavail,driver
alive,airbag,belted,f,37,2002,1997,nodeploy,pass
alive,none,belted,f,17,2001,1990,unavail,driver
alive,none,none,m,39,2000,1987,unavail,driver
alive,none,belted,f,75,1998,1986,unavail,pass
alive,none,belted,m,19,1998,1978,unavail,driver
alive,none,belted,m,18,1997,1979,unavail,driver
alive,none,belted,f,41,1997,1994,unavail,driver
alive,airbag,belted,m,50,1999,1999,nodeploy,driver
alive,airbag,belted,f,20,2002,1998,deploy,driver
alive,airbag,belted,m,18,2002,1995,deploy,pass
alive,airbag,belted,f,54,2000,1998,nodeploy,driver
alive,none,belted,f,32,1998,1991,unavail,pass
alive,none,none,m,33,1998,1990,unavail,driver
dead,none,none,m,47,1999,1994,unavail,driver
alive,airbag,belted,m,31,1998,1995,nodeploy,driver
alive,airbag,belted,m,29,1999,1998,deploy,driver
alive,none,none,f,20,1999,1986,unavail,driver
alive,none,belted,m,59,1999,1987,unavail,driver
alive,airbag,belted,f,34,1997,1994,nodeploy,driver
alive,none,belted,m,16,2001,1996,unavail,pass
alive,airbag,belted,f,16,2000,1998,deploy,driver
alive,airbag,belted,f,37,2002,1996,deploy,driver
alive,airbag,belted,m,22,1997,1996,deploy,driver
alive,none,none,f,43,1998,1988,unavail,driver
alive,none,belted,f,17,1998,1984,unavail,driver
alive,airbag,belted,f,52,2000,2000,nodeploy,driver
alive,airbag,belted,m,32,2001,2001,nodeploy,driver
alive,airbag,belted,f,46,2002,1997,deploy,driver
alive,none,belted,m,74,2000,1989,unavail,driver
alive,airbag,none,m,40,1997,1997,deploy,driver
alive,none,belted,f,44,2002,1993,unavail,driver
alive,airbag,belted,f,38,1997,1994,deploy,driver
alive,none,none,m,67,1999,1987,unavail,driver
alive,none,belted,f,39,1997,1985,unavail,pass
alive,airbag,belted,m,52,2002,1993,deploy,driver
alive,airbag,belted,m,69,1997,1994,nodeploy,driver
alive,airbag,belted,f,78,2001,2000,deploy,pass
alive,none,none,m,31,1998,1990,unavail,driver
alive,airbag,belted,f,63,2002,2001,nodeploy,driver
alive,airbag,belted,m,31,2000,2000,deploy,driver
alive,airbag,belted,f,45,1997,1991,deploy,driver
alive,airbag,belted,m,18,2002,1996,deploy,driver
alive,none,none,m,20,1997,1978,unavail,driver
alive,none,none,m,22,2002,1978,unavail,driver
dead,none,none,f,57,1997,1992,unavail,pass
alive,airbag,belted,f,16,2001,1999,deploy,driver
alive,airbag,belted,f,32,2000,1998,deploy,pass
alive,airbag,belted,f,35,2000,1994,nodeploy,driver
alive,airbag,none,m,36,2002,1999,deploy,driver
alive,none,none,m,16,1998,1987,unavail,pass
alive,airbag,belted,m,34,2000,1993,nodeploy,driver
dead,none,none,m,21,1997,1977,unavail,pass
alive,airbag,belted,m,30,2002,2002,nodeploy,driver
alive,airbag,belted,f,19,2002,1993,nodeploy,driver
alive,airbag,belted,f,40,2002,1998,nodeploy,driver
alive,none,belted,m,72,1997,1990,unavail,driver
alive,airbag,belted,f,44,2002,2000,nodeploy,driver
alive,airbag,none,m,19,2002,2002,deploy,driver
alive,airbag,belted,m,27,2002,2002,nodeploy,driver
alive,airbag,belted,f,55,2002,1995,deploy,driver
alive,airbag,belted,m,41,1999,1995,deploy,driver
alive,none,none,f,25,1999,1984,unavail,driver
alive,airbag,belted,m,24,1999,1996,deploy,driver
dead,none,belted,m,34,1998,1991,unavail,driver
dead,none,none,m,35,1999,1991,unavail,driver
alive,none,belted,f,30,2001,1969,unavail,driver
alive,none,belted,m,20,2001,1991,unavail,driver
alive,airbag,belted,m,85,2001,1991,deploy,driver
alive,none,none,f,30,2001,1989,unavail,driver
alive,airbag,belted,f,35,2000,1993,nodeploy,pass
alive,none,none,m,20,1997,1991,unavail,driver
alive,airbag,belted,f,47,2002,1999,nodeploy,driver
alive,airbag,none,m,26,2002,1998,deploy,driver
alive,none,belted,m,24,1998,1988,unavail,driver
alive,airbag,belted,f,18,2002,1994,deploy,pass
alive,airbag,none,m,28,1997,1997,deploy,driver
alive,airbag,belted,f,21,2000,1999,deploy,driver
alive,none,none,m,61,2000,1992,unavail,driver
dead,airbag,belted,f,48,1999,1995,deploy,driver
alive,none,belted,m,32,1997,1987,unavail,driver
alive,none,belted,m,18,1997,1984,unavail,driver
alive,none,none,m,20,2002,1989,unavail,driver
alive,none,belted,m,41,1998,1988,unavail,driver
dead,none,none,m,31,2000,1987,unavail,driver
alive,none,belted,f,18,1998,1986,unavail,driver
alive,airbag,belted,m,41,2001,2001,deploy,driver
alive,airbag,belted,f,27,2002,1993,deploy,driver
dead,airbag,none,m,37,1998,1990,deploy,driver
alive,none,none,m,39,1999,1993,unavail,driver
alive,none,none,m,62,2002,1989,unavail,driver
alive,none,belted,f,21,2001,1991,unavail,driver
alive,none,belted,f,82,1997,1988,unavail,driver
alive,airbag,none,f,37,2002,1994,deploy,driver
alive,airbag,belted,f,54,1998,1992,deploy,driver
alive,airbag,belted,f,16,2000,1996,deploy,driver
alive,airbag,belted,m,17,1998,1998,deploy,pass
alive,none,belted,m,19,1998,1989,unavail,driver
alive,airbag,belted,m,17,2001,1996,deploy,driver
alive,airbag,belted,m,27,2002,1999,deploy,driver
alive,airbag,none,f,84,2001,1999,nodeploy,driver
alive,airbag,belted,f,51,1999,1991,nodeploy,driver
alive,airbag,belted,m,50,2002,1995,deploy,driver
alive,airbag,belted,f,76,2001,1994,nodeploy,driver
alive,none,belted,f,85,1998,1988,unavail,driver
alive,airbag,none,f,34,1998,1997,deploy,pass
alive,airbag,none,m,48,2001,1997,deploy,driver
alive,none,none,m,26,1998,1988,unavail,driver
alive,airbag,belted,m,28,1998,1996,deploy,driver
alive,none,belted,f,41,1997,1982,unavail,pass
alive,none,none,f,16,1999,1990,unavail,driver
dead,airbag,belted,m,24,1999,1994,deploy,driver
alive,none,none,m,43,1999,1988,unavail,driver
alive,airbag,none,f,32,2002,1998,deploy,pass
alive,airbag,belted,f,45,2000,1996,nodeploy,driver
alive,airbag,belted,f,26,1998,1995,deploy,driver
dead,airbag,none,f,24,1998,1994,deploy,driver
alive,none,none,m,23,1999,1988,unavail,driver
alive,airbag,belted,m,50,2001,1994,deploy,driver
alive,airbag,belted,m,52,1998,1994,deploy,driver
alive,airbag,belted,f,16,2001,1998,deploy,pass
dead,none,belted,m,39,1997,1966,unavail,driver
alive,none,none,f,19,1998,1988,unavail,pass
alive,airbag,belted,f,63,2001,2001,nodeploy,driver
alive,airbag,belted,m,43,1999,1999,deploy,driver
alive,none,none,m,19,2002,1992,unavail,pass
alive,none,belted,m,64,1999,1992,unavail,driver
alive,airbag,belted,f,85,2001,1992,nodeploy,driver
alive,airbag,belted,m,47,2001,1994,deploy,driver
alive,none,belted,m,57,1997,1989,unavail,driver
alive,airbag,none,m,22,1997,1997,deploy,driver
alive,airbag,belted,f,53,2000,1999,deploy,driver
alive,airbag,belted,m,34,2002,2003,nodeploy,pass
alive,airbag,belted,m,17,1999,1992,nodeploy,driver
alive,airbag,belted,m,17,2000,1993,deploy,driver
alive,airbag,none,m,44,2002,1997,deploy,driver
alive,none,none,f,83,1997,1991,unavail,driver
alive,none,belted,m,18,1999,1993,unavail,driver
alive,airbag,none,m,18,2001,1997,deploy,pass
alive,airbag,belted,m,31,2001,2000,nodeploy,driver
alive,airbag,belted,f,41,1999,1992,nodeploy,driver
alive,none,belted,m,25,2001,1989,unavail,driver
alive,airbag,belted,f,33,2002,1992,deploy,driver
alive,airbag,belted,f,23,2000,2000,deploy,pass
alive,airbag,belted,f,23,2000,1995,deploy,driver
alive,airbag,none,f,19,2000,1996,nodeploy,pass
alive,airbag,belted,f,32,2002,2001,deploy,driver
alive,airbag,belted,f,29,1999,1998,deploy,driver
alive,airbag,belted,f,69,2000,1990,deploy,driver
alive,airbag,belted,m,30,1998,1994,nodeploy,pass
alive,airbag,belted,f,73,1999,1998,nodeploy,driver
alive,none,belted,f,16,1998,1990,unavail,driver
alive,none,belted,f,25,1997,1996,unavail,pass
alive,none,belted,f,48,1997,1989,unavail,driver
dead,none,none,m,46,2000,1991,unavail,driver
alive,airbag,belted,m,40,1999,1995,deploy,driver
