Unnamed: 0,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
,alive,airbag,belted,m,37,1999,1993.0,deploy,pass
,alive,airbag,none,f,51,2002,1995.0,deploy,driver
,alive,none,belted,f,24,1999,1989.0,unavail,driver
,alive,airbag,belted,m,17,2000,1992.0,nodeploy,driver
,alive,airbag,belted,f,84,2000,1999.0,deploy,driver
,alive,none,belted,m,19,1998,1990.0,unavail,pass
,alive,airbag,belted,m,29,2001,1997.0,deploy,driver
,alive,none,none,m,70,1998,1983.0,unavail,driver
,alive,none,belted,f,36,1997,1989.0,unavail,driver
,alive,airbag,none,f,23,1998,1997.0,deploy,driver
,alive,none,belted,m,42,1999,1984.0,unavail,driver
,dead,airbag,none,m,23,2000,2000.0,deploy,pass
,alive,airbag,belted,f,39,2000,1998.0,deploy,driver
,alive,airbag,belted,m,34,2000,2000.0,nodeploy,driver
,alive,airbag,none,m,21,1997,1994.0,deploy,driver
,alive,airbag,none,f,21,2001,2000.0,deploy,driver
,alive,none,none,m,46,2000,1999.0,unavail,driver
,alive,none,belted,m,32,1999,1988.0,unavail,driver
,alive,airbag,none,m,79,1997,1996.0,deploy,driver
,alive,none,none,m,20,1999,1991.0,unavail,driver
,alive,none,belted,m,73,1999,1992.0,unavail,driver
,alive,none,belted,m,42,1997,1991.0,unavail,pass
,alive,airbag,belted,m,19,2001,1998.0,deploy,driver
,alive,airbag,belted,f,25,2002,1998.0,nodeploy,driver
,alive,airbag,belted,f,26,2001,1998.0,nodeploy,driver
,alive,none,none,m,42,1999,1983.0,unavail,driver
,alive,none,none,m,47,2000,1973.0,unavail,driver
,dead,none,belted,m,29,1997,1995.0,unavail,driver
,alive,none,none,m,28,2002,1987.0,unavail,driver
,alive,none,belted,f,32,2000,1988.0,unavail,driver
,alive,none,belted,f,61,2001,1985.0,unavail,driver
,alive,none,belted,f,16,2002,1989.0,unavail,driver
,alive,none,none,f,19,1999,1988.0,unavail,driver
,alive,none,none,f,49,1999,1986.0,unavail,driver
,alive,airbag,belted,m,50,2002,1992.0,nodeploy,driver
,alive,airbag,belted,m,73,1999,1993.0,deploy,driver
,alive,airbag,none,f,19,1999,1998.0,deploy,driver
,alive,airbag,none,m,22,2000,1996.0,deploy,driver
,alive,none,belted,m,43,1999,1992.0,unavail,driver
,alive,airbag,belted,m,41,2000,1998.0,deploy,driver
,alive,airbag,belted,f,65,2001,1997.0,nodeploy,driver
,alive,airbag,belted,m,30,2002,2001.0,deploy,driver
,alive,none,none,m,20,2002,1988.0,unavail,driver
,alive,none,belted,f,30,1998,1988.0,unavail,driver
,alive,none,none,m,36,1999,1988.0,unavail,driver
,alive,none,none,f,47,2000,1988.0,unavail,driver
,alive,airbag,belted,f,17,2000,1998.0,nodeploy,driver
,alive,none,belted,m,34,1997,1985.0,unavail,driver
,alive,none,none,m,19,1997,1994.0,unavail,pass
,dead,none,belted,m,31,2001,1992.0,unavail,pass
,alive,none,belted,m,17,1998,1991.0,unavail,driver
,dead,airbag,belted,f,84,2000,1995.0,nodeploy,pass
,alive,airbag,none,m,42,1997,1992.0,nodeploy,pass
,alive,none,none,f,26,2001,1992.0,unavail,pass
,alive,airbag,belted,m,24,2001,2000.0,deploy,driver
,alive,airbag,belted,m,19,1998,1992.0,deploy,driver
,alive,none,none,f,18,2002,1985.0,unavail,driver
,alive,none,belted,m,33,1998,1985.0,unavail,driver
,alive,airbag,belted,m,46,1997,1996.0,deploy,driver
,alive,none,belted,m,82,1999,1979.0,unavail,driver
,alive,none,belted,f,50,2000,1972.0,unavail,driver
,alive,none,none,m,26,1999,1989.0,unavail,driver
,dead,none,belted,m,63,1997,1992.0,unavail,driver
,alive,airbag,belted,f,60,1997,1992.0,nodeploy,pass
,alive,airbag,belted,m,64,2002,1999.0,nodeploy,driver
,alive,none,none,m,20,2000,1988.0,unavail,pass
,alive,airbag,none,m,56,1997,1994.0,deploy,driver
,alive,airbag,belted,f,50,1999,1998.0,nodeploy,driver
,alive,none,belted,m,78,1999,1989.0,unavail,driver
,dead,none,none,f,20,1997,1984.0,unavail,pass
,dead,none,none,f,77,1998,1985.0,unavail,driver
,alive,none,none,m,52,1997,1989.0,unavail,driver
,alive,airbag,none,m,19,2001,2000.0,nodeploy,pass
,alive,airbag,none,m,20,2000,1994.0,deploy,driver
,alive,airbag,belted,m,48,1998,1990.0,deploy,pass
,alive,airbag,belted,f,69,2000,1997.0,deploy,pass
,alive,airbag,belted,f,38,1997,1994.0,deploy,driver
,alive,none,none,m,58,2000,1987.0,unavail,driver
,alive,airbag,belted,m,55,1997,1993.0,deploy,driver
,alive,none,belted,f,44,2002,1990.0,unavail,pass
,alive,airbag,belted,f,26,2000,1993.0,nodeploy,driver
,alive,none,none,f,54,2002,1992.0,unavail,driver
,alive,none,belted,m,34,1999,1986.0,unavail,driver
,alive,airbag,belted,m,47,1998,1997.0,deploy,pass
,alive,none,none,m,47,2000,1982.0,unavail,driver
,alive,airbag,belted,m,57,1999,2000.0,deploy,driver
,alive,none,none,m,49,2001,1994.0,unavail,pass
,alive,airbag,belted,m,28,2001,2001.0,deploy,driver
,alive,airbag,belted,f,28,2001,2000.0,deploy,driver
,alive,airbag,belted,f,30,2002,2002.0,deploy,driver
,alive,airbag,none,m,17,2000,1994.0,deploy,driver
,alive,none,none,m,16,1999,1977.0,unavail,driver
,alive,none,none,f,18,2002,1988.0,unavail,driver
,alive,none,none,f,33,2001,1991.0,unavail,driver
,alive,airbag,belted,m,50,1998,1996.0,nodeploy,driver
,alive,airbag,belted,m,20,2001,1997.0,nodeploy,pass
,alive,none,belted,m,42,1997,1987.0,unavail,driver
,alive,none,belted,m,19,1999,1985.0,unavail,driver
,alive,none,none,m,41,1998,1993.0,unavail,driver
,alive,none,belted,f,17,2001,1984.0,unavail,driver
,alive,none,belted,f,25,2000,1992.0,unavail,pass
,alive,airbag,none,f,38,2001,2000.0,deploy,pass
,alive,none,belted,f,18,2001,1986.0,unavail,pass
,alive,airbag,belted,f,40,2002,1995.0,deploy,driver
,alive,none,belted,m,21,1999,1988.0,unavail,driver
,alive,airbag,belted,m,50,2002,2001.0,nodeploy,driver
,alive,airbag,belted,m,57,1998,1995.0,nodeploy,driver
,alive,airbag,belted,m,51,1999,1994.0,nodeploy,pass
,alive,airbag,belted,m,41,2002,1996.0,nodeploy,driver
,alive,none,belted,m,16,2001,1984.0,unavail,driver
,alive,none,belted,m,20,1999,1994.0,unavail,pass
,alive,none,none,m,23,1997,1983.0,unavail,driver
,alive,none,none,m,19,1999,1988.0,unavail,driver
,alive,airbag,belted,f,20,2002,1995.0,deploy,driver
,alive,airbag,belted,f,34,2002,2001.0,nodeploy,driver
,alive,none,belted,m,76,1998,1985.0,unavail,driver
,alive,none,none,m,30,2000,1978.0,unavail,driver
,alive,none,none,f,42,1999,1988.0,unavail,driver
,alive,none,none,m,18,2001,1984.0,unavail,driver
,alive,none,none,m,16,2000,1988.0,unavail,driver
,alive,airbag,belted,m,21,1997,1996.0,nodeploy,pass
,alive,airbag,belted,m,45,2002,1998.0,nodeploy,driver
,alive,none,belted,f,36,2000,1994.0,unavail,driver
,alive,none,belted,f,21,2000,1989.0,unavail,driver
,alive,airbag,belted,f,48,2000,1995.0,nodeploy,driver
,alive,airbag,none,m,33,2001,2001.0,nodeploy,driver
,alive,airbag,none,f,26,2001,1989.0,deploy,driver
,alive,none,none,f,20,2000,1989.0,unavail,pass
,alive,none,none,f,22,2000,1986.0,unavail,driver
,alive,airbag,belted,f,75,1998,1994.0,nodeploy,driver
,alive,airbag,none,f,54,1998,1998.0,nodeploy,driver
,alive,none,belted,f,34,1999,1991.0,unavail,driver
,alive,airbag,belted,m,25,2002,1998.0,deploy,driver
,alive,none,none,f,35,1999,1989.0,unavail,driver
,alive,none,belted,f,34,1997,1979.0,unavail,pass
,alive,airbag,none,f,19,1998,1995.0,deploy,driver
,alive,none,belted,m,21,2002,1970.0,unavail,driver
,alive,airbag,belted,m,20,2002,1991.0,nodeploy,driver
,alive,none,belted,m,36,1999,1993.0,unavail,driver
,alive,none,belted,f,35,1998,1990.0,unavail,driver
,alive,none,belted,f,80,1998,1987.0,unavail,pass
,alive,none,belted,f,18,1997,1986.0,unavail,driver
,alive,none,belted,m,40,2000,1991.0,unavail,driver
,alive,none,belted,m,23,1997,1987.0,unavail,driver
,alive,airbag,belted,m,46,2001,2000.0,nodeploy,driver
,alive,none,none,m,23,1999,1985.0,unavail,driver
,alive,none,belted,m,43,2000,1988.0,unavail,driver
,alive,none,belted,m,16,2002,1992.0,unavail,driver
,alive,airbag,belted,f,33,2001,1994.0,nodeploy,driver
,alive,airbag,belted,m,21,1998,1996.0,nodeploy,pass
,alive,airbag,belted,f,20,2001,1998.0,nodeploy,driver
,alive,airbag,belted,m,32,1999,1996.0,nodeploy,driver
,alive,airbag,belted,f,43,2000,1999.0,deploy,driver
,alive,airbag,belted,f,51,2000,1997.0,deploy,driver
,alive,none,none,m,43,2000,1985.0,unavail,driver
,alive,none,belted,m,38,1999,1988.0,unavail,pass
,alive,airbag,belted,f,45,1997,1996.0,nodeploy,driver
,alive,airbag,belted,m,59,2002,1996.0,nodeploy,driver
,alive,none,belted,m,19,2001,1995.0,unavail,driver
,alive,airbag,belted,m,30,1999,1996.0,deploy,driver
,alive,none,belted,m,56,2002,1989.0,unavail,driver
,alive,airbag,belted,m,23,2000,1995.0,nodeploy,driver
,alive,none,belted,m,47,1997,1993.0,unavail,driver
,alive,none,belted,f,41,2000,1989.0,unavail,pass
,alive,none,belted,m,19,1999,1989.0,unavail,pass
,dead,none,none,m,48,2001,1993.0,unavail,driver
,alive,none,belted,m,42,2001,1988.0,unavail,driver
,alive,airbag,belted,f,16,2001,1996.0,deploy,driver
,alive,airbag,belted,m,21,2002,1993.0,nodeploy,driver
,alive,airbag,belted,f,35,2000,1995.0,deploy,driver
,alive,none,belted,m,60,1999,1994.0,unavail,driver
,alive,none,belted,f,27,1999,1992.0,unavail,pass
,alive,airbag,belted,f,16,1998,1995.0,deploy,driver
,alive,airbag,belted,m,31,2002,2002.0,nodeploy,driver
,alive,airbag,none,f,22,2002,2000.0,nodeploy,driver
,alive,none,belted,f,38,2002,1990.0,unavail,driver
,alive,none,belted,f,43,1999,1987.0,unavail,driver
,alive,airbag,none,m,32,2002,1998.0,deploy,driver
,alive,airbag,belted,f,40,2000,1999.0,deploy,driver
,alive,none,belted,m,36,2001,1994.0,unavail,driver
,alive,airbag,none,m,29,2000,1996.0,nodeploy,driver
,alive,none,belted,m,42,1998,1990.0,unavail,driver
,alive,airbag,belted,m,19,1997,1997.0,nodeploy,driver
,alive,none,belted,m,49,1998,1990.0,unavail,driver
,alive,none,belted,f,20,1999,1995.0,unavail,pass
,alive,airbag,belted,m,21,2001,1993.0,nodeploy,driver
,alive,airbag,belted,f,80,1997,1994.0,nodeploy,driver
,alive,airbag,belted,f,21,2001,1995.0,deploy,driver
,alive,airbag,belted,m,24,1997,1997.0,deploy,driver
,alive,airbag,none,m,25,2002,2002.0,deploy,driver
,alive,airbag,belted,f,42,1997,1993.0,deploy,driver
,alive,airbag,belted,f,26,1997,1996.0,deploy,pass
,alive,airbag,belted,m,19,1999,1998.0,deploy,driver
,alive,airbag,belted,m,55,2001,1995.0,deploy,driver
,alive,airbag,belted,f,34,1999,1991.0,nodeploy,driver
,alive,none,belted,m,34,2000,1986.0,unavail,driver
,alive,none,belted,m,16,2001,1992.0,unavail,driver
,alive,none,none,m,27,1999,1966.0,unavail,driver
,alive,airbag,belted,m,19,2002,2002.0,deploy,pass
,alive,none,belted,f,49,1998,1989.0,unavail,driver
,alive,none,none,m,25,1999,1985.0,unavail,pass
,alive,airbag,none,m,32,2002,2002.0,deploy,driver
,alive,none,belted,m,17,2002,1993.0,unavail,pass
,alive,none,none,f,18,2000,1993.0,unavail,pass
,alive,airbag,belted,m,44,1997,1990.0,nodeploy,driver
,alive,airbag,none,m,25,2002,1990.0,nodeploy,driver
,alive,airbag,belted,f,22,1997,1990.0,nodeploy,pass
,alive,airbag,belted,f,50,1999,1999.0,nodeploy,driver
,alive,none,belted,f,59,2000,1989.0,unavail,driver
,alive,airbag,belted,f,61,1998,1996.0,nodeploy,driver
,alive,airbag,none,m,49,1997,1992.0,deploy,driver
,alive,none,none,m,29,1999,1983.0,unavail,pass
,dead,none,belted,f,86,1997,1989.0,unavail,pass
,alive,none,belted,f,47,2002,1983.0,unavail,pass
,alive,airbag,belted,m,41,2000,1993.0,deploy,driver
,alive,airbag,belted,m,18,2001,1997.0,nodeploy,driver
,alive,airbag,belted,m,30,1998,1995.0,nodeploy,driver
,alive,airbag,belted,f,17,1999,1995.0,deploy,pass
,alive,none,none,f,20,2001,1989.0,unavail,pass
,alive,none,belted,m,30,1997,1989.0,unavail,driver
,alive,airbag,belted,m,18,1999,1999.0,deploy,driver
,alive,none,belted,m,16,1997,1984.0,unavail,driver
,alive,airbag,belted,f,26,2002,2001.0,deploy,pass
,alive,none,belted,m,22,2001,1983.0,unavail,pass
,alive,none,none,f,53,1999,1991.0,unavail,driver
,alive,airbag,none,f,16,2000,1999.0,deploy,driver
,alive,airbag,belted,f,66,2000,1993.0,nodeploy,driver
,alive,none,none,f,87,2001,1987.0,unavail,driver
,alive,none,none,f,27,2001,1997.0,unavail,pass
,alive,none,none,m,61,1997,1983.0,unavail,driver
,alive,airbag,none,m,21,2001,2000.0,nodeploy,driver
,alive,airbag,belted,m,77,2000,1998.0,deploy,driver
,alive,none,belted,f,25,1998,1988.0,unavail,driver
,alive,airbag,belted,m,20,2002,2000.0,deploy,driver
,alive,airbag,belted,m,32,1997,1995.0,deploy,driver
,alive,none,none,m,17,2000,1993.0,unavail,pass
,alive,airbag,belted,m,53,2000,1994.0,nodeploy,driver
,alive,airbag,belted,m,31,2001,1999.0,nodeploy,driver
,alive,none,none,f,19,1998,1989.0,unavail,driver
,alive,airbag,belted,f,75,2002,2001.0,deploy,driver
,alive,none,belted,f,49,2000,1992.0,unavail,driver
,alive,airbag,belted,f,58,2001,2000.0,deploy,pass
,alive,none,none,f,23,2002,1994.0,unavail,pass
,alive,airbag,belted,m,30,2001,1995.0,deploy,driver
,alive,airbag,belted,f,49,1999,1999.0,deploy,driver
,alive,airbag,belted,m,55,2001,1998.0,nodeploy,driver
,alive,none,belted,m,21,2001,1994.0,unavail,pass
,alive,none,none,m,42,1997,1986.0,unavail,driver
,alive,none,none,f,42,1998,1987.0,unavail,pass
,alive,airbag,none,m,21,2002,1996.0,nodeploy,driver
,alive,airbag,none,f,55,1999,1996.0,deploy,driver
,alive,none,none,f,16,1997,1986.0,unavail,pass
,alive,none,belted,f,65,2001,1987.0,unavail,driver
,alive,none,none,f,32,2000,1983.0,unavail,driver
,alive,none,belted,f,61,2000,1988.0,unavail,pass
,alive,airbag,belted,f,40,2001,1998.0,nodeploy,driver
,alive,airbag,belted,m,17,2000,1998.0,nodeploy,driver
,dead,airbag,none,m,48,2000,1999.0,deploy,driver
,alive,none,belted,m,20,1997,1986.0,unavail,driver
,alive,none,none,m,36,1999,1989.0,unavail,driver
,alive,none,none,m,26,1997,1986.0,unavail,driver
,alive,none,belted,m,43,2001,1991.0,unavail,driver
,alive,airbag,none,f,41,2000,2000.0,nodeploy,pass
,alive,airbag,belted,m,52,1997,1993.0,deploy,driver
,alive,airbag,belted,f,20,2001,1998.0,deploy,driver
,alive,airbag,belted,m,56,1997,1996.0,deploy,driver
,alive,airbag,belted,m,86,2002,1998.0,deploy,driver
,dead,airbag,belted,m,70,1999,1995.0,nodeploy,pass
,alive,none,belted,m,23,2002,1988.0,unavail,driver
,dead,airbag,none,m,36,1998,1996.0,nodeploy,driver
,alive,airbag,belted,f,19,1997,1994.0,deploy,driver
,alive,airbag,none,f,22,1997,1991.0,nodeploy,pass
,alive,none,none,m,18,1997,1982.0,unavail,driver
,alive,none,none,m,44,2000,1987.0,unavail,pass
,alive,none,none,m,33,2002,1993.0,unavail,driver
,alive,airbag,belted,m,16,2001,1998.0,nodeploy,driver
,alive,airbag,belted,f,43,2001,2001.0,nodeploy,driver
,alive,none,none,f,16,1997,1987.0,unavail,pass
,alive,none,none,f,21,1998,1990.0,unavail,driver
,alive,airbag,belted,f,70,1998,1993.0,nodeploy,driver
,alive,none,none,m,26,1997,1987.0,unavail,pass
,alive,airbag,belted,f,68,2000,1996.0,deploy,pass
,dead,airbag,none,f,17,2001,1999.0,nodeploy,pass
,alive,airbag,belted,m,55,2002,1999.0,deploy,driver
,dead,none,none,m,50,2001,1989.0,unavail,driver
,alive,airbag,belted,f,17,2001,1992.0,deploy,driver
,alive,airbag,belted,f,49,2002,1996.0,deploy,driver
,alive,none,belted,f,26,1998,1987.0,unavail,pass
,alive,airbag,belted,f,22,1997,1996.0,nodeploy,driver
,alive,none,belted,f,18,2002,1990.0,unavail,driver
,alive,airbag,belted,f,18,2001,1996.0,deploy,driver
,alive,airbag,belted,f,18,1999,1997.0,deploy,pass
,alive,airbag,none,f,22,2002,1995.0,deploy,pass
,alive,none,belted,f,20,1998,1989.0,unavail,driver
,alive,none,belted,f,32,2000,1996.0,unavail,driver
,alive,none,belted,f,65,2000,1990.0,unavail,pass
,alive,airbag,belted,f,49,1999,1999.0,deploy,driver
,alive,none,belted,m,56,2000,1993.0,unavail,driver
,alive,none,belted,f,18,1998,1986.0,unavail,driver
,alive,none,none,m,19,2002,1992.0,unavail,driver
,alive,none,belted,m,65,1999,1988.0,unavail,driver
,alive,none,none,m,17,2002,1989.0,unavail,driver
,alive,airbag,belted,m,57,2000,1997.0,nodeploy,driver
,alive,airbag,none,m,46,1999,1997.0,deploy,driver
,alive,airbag,belted,f,27,2002,2001.0,nodeploy,driver
,alive,none,belted,f,41,2002,1990.0,unavail,driver
,alive,airbag,belted,f,48,2001,1998.0,deploy,pass
,alive,airbag,none,m,31,1997,1996.0,deploy,driver
,dead,none,belted,f,82,1997,1986.0,unavail,pass
,alive,airbag,belted,m,22,2000,1998.0,deploy,pass
,alive,airbag,none,f,43,2002,2000.0,deploy,driver
,alive,none,none,m,42,1998,1978.0,unavail,driver
,alive,none,belted,f,21,1997,1988.0,unavail,driver
,alive,none,belted,m,58,2000,1989.0,unavail,driver
,alive,none,belted,f,16,2002,1994.0,unavail,pass
,alive,airbag,belted,m,25,2001,1998.0,deploy,driver
,alive,none,none,m,30,1999,1978.0,unavail,driver
,alive,airbag,belted,m,44,1998,1995.0,deploy,pass
,alive,none,belted,f,60,2001,1993.0,unavail,driver
,alive,airbag,belted,f,23,2000,2000.0,deploy,pass
,alive,airbag,none,m,31,2000,1996.0,deploy,driver
,alive,none,belted,f,16,2000,1990.0,unavail,driver
,alive,none,none,m,32,1998,1984.0,unavail,pass
,alive,airbag,belted,m,16,2000,1993.0,nodeploy,pass
,alive,airbag,belted,f,44,2002,1995.0,deploy,driver
,alive,none,none,m,22,1997,1985.0,unavail,pass
,alive,airbag,none,f,58,2000,1997.0,nodeploy,driver
,dead,none,belted,m,82,1997,1992.0,unavail,pass
,alive,none,belted,m,19,2000,1990.0,unavail,driver
,alive,none,none,f,35,1999,1990.0,unavail,driver
,alive,airbag,none,m,22,2002,2002.0,deploy,driver
,alive,airbag,belted,f,25,2001,2000.0,nodeploy,driver
,alive,airbag,belted,f,45,1998,1997.0,deploy,driver
,dead,airbag,none,m,37,2002,2000.0,nodeploy,driver
,alive,airbag,belted,m,63,2000,1998.0,nodeploy,pass
,alive,none,belted,m,19,2001,1986.0,unavail,driver
,alive,airbag,belted,f,54,2002,1998.0,nodeploy,driver
,alive,airbag,belted,f,47,1999,1996.0,nodeploy,driver
,alive,none,none,f,21,1999,1985.0,unavail,driver
,alive,airbag,belted,m,59,1998,1993.0,deploy,driver
,alive,airbag,belted,m,74,2001,1992.0,deploy,driver
,alive,none,belted,f,49,2002,1984.0,unavail,driver
,alive,airbag,none,m,19,2000,1997.0,nodeploy,driver
,alive,airbag,none,f,18,1999,1999.0,nodeploy,driver
,alive,airbag,belted,m,30,2001,1997.0,deploy,pass
,alive,none,none,m,46,2001,1986.0,unavail,driver
,alive,airbag,none,m,20,2002,1995.0,deploy,pass
,alive,airbag,belted,m,23,2000,2000.0,deploy,pass
,alive,airbag,none,m,25,2002,1999.0,nodeploy,driver
,alive,none,none,m,22,2000,1989.0,unavail,driver
,dead,none,belted,m,23,1998,1991.0,unavail,driver
,alive,none,none,m,44,1999,1987.0,unavail,driver
,alive,none,belted,m,16,1998,1989.0,unavail,pass
,alive,none,none,m,25,2002,1988.0,unavail,driver
,alive,airbag,belted,f,18,1999,1997.0,deploy,driver
,alive,airbag,belted,m,73,1997,1996.0,deploy,driver
,alive,airbag,belted,f,23,1998,1998.0,deploy,driver
,alive,none,belted,m,86,1998,1969.0,unavail,driver
,alive,none,belted,m,29,1999,1992.0,unavail,pass
,alive,none,belted,m,16,1997,1991.0,unavail,driver
,alive,none,belted,m,56,2002,1993.0,unavail,driver
,alive,airbag,belted,m,17,1999,1998.0,deploy,driver
,alive,airbag,none,m,54,1999,1997.0,deploy,driver
,alive,none,none,m,57,1998,1991.0,unavail,driver
,alive,airbag,none,f,17,2001,1994.0,deploy,driver
,alive,airbag,belted,f,28,2000,1997.0,deploy,driver
,alive,airbag,belted,f,62,1999,1994.0,nodeploy,driver
,dead,none,belted,m,29,1998,1983.0,unavail,driver
,alive,airbag,none,m,26,1997,1992.0,deploy,driver
,alive,airbag,belted,f,77,2002,2000.0,deploy,driver
,alive,none,none,m,39,2000,1990.0,unavail,driver
,alive,none,none,f,20,2000,1988.0,unavail,driver
,alive,none,belted,f,21,1999,1993.0,unavail,driver
,alive,none,none,m,21,1999,1987.0,unavail,driver
,alive,none,none,m,35,2000,1985.0,unavail,driver
,alive,airbag,belted,m,46,2001,1996.0,nodeploy,driver
,alive,airbag,belted,f,18,1998,1995.0,deploy,driver
,alive,none,none,m,25,1998,1988.0,unavail,pass
,alive,airbag,none,f,18,2000,1996.0,deploy,driver
,alive,airbag,belted,m,46,1999,1998.0,nodeploy,driver
,alive,none,belted,f,17,1998,1989.0,unavail,driver
,alive,airbag,belted,f,32,2000,1998.0,deploy,driver
,alive,none,belted,f,72,1997,1991.0,unavail,driver
,alive,airbag,belted,f,71,1999,1993.0,nodeploy,pass
,alive,airbag,belted,m,16,2002,1998.0,nodeploy,driver
,alive,none,belted,m,17,1999,1986.0,unavail,pass
,alive,airbag,none,m,55,1998,1996.0,deploy,driver
,alive,airbag,belted,m,30,1999,1998.0,nodeploy,driver
,alive,none,none,m,58,2001,1994.0,unavail,driver
,alive,airbag,belted,f,17,2000,1996.0,deploy,driver
,alive,airbag,belted,m,60,2001,1999.0,nodeploy,driver
,alive,none,belted,f,17,1997,1986.0,unavail,driver
,alive,airbag,belted,m,36,2000,1995.0,nodeploy,driver
,alive,airbag,none,f,53,2002,1999.0,deploy,driver
,alive,airbag,belted,f,19,1997,1996.0,deploy,driver
,alive,none,belted,m,50,1999,1984.0,unavail,driver
,alive,none,none,m,29,1999,1993.0,unavail,driver
,alive,airbag,none,m,23,2002,2001.0,deploy,driver
,alive,airbag,belted,m,77,1999,1995.0,nodeploy,driver
,dead,airbag,belted,m,27,2000,1993.0,nodeploy,driver
,alive,airbag,belted,f,25,1998,1991.0,deploy,driver
,alive,none,belted,f,30,1999,1989.0,unavail,pass
,alive,none,none,m,17,1998,1985.0,unavail,pass
,alive,airbag,belted,m,30,2001,1995.0,deploy,driver
,alive,airbag,belted,m,19,1999,1999.0,deploy,driver
,alive,none,belted,f,59,1999,1980.0,unavail,driver
,alive,airbag,belted,f,24,2000,1995.0,nodeploy,driver
,alive,none,belted,m,34,1998,1992.0,unavail,driver
,alive,none,belted,f,52,1999,1979.0,unavail,pass
,alive,airbag,belted,f,36,2000,1997.0,deploy,driver
,alive,airbag,belted,f,20,2001,1999.0,deploy,driver
,alive,none,belted,m,21,1998,1990.0,unavail,driver
,alive,none,none,f,17,1999,1995.0,unavail,driver
,alive,airbag,none,m,41,2002,1997.0,deploy,driver
,alive,airbag,none,m,60,2001,2000.0,nodeploy,driver
,alive,none,belted,m,24,1998,1987.0,unavail,pass
,alive,airbag,belted,m,28,2002,1996.0,nodeploy,driver
,alive,airbag,belted,m,26,2001,1996.0,deploy,driver
,alive,airbag,belted,f,58,2001,1999.0,nodeploy,driver
,alive,airbag,belted,m,18,1998,1998.0,deploy,pass
,alive,airbag,none,f,54,2002,1997.0,deploy,pass
,alive,airbag,belted,m,34,2000,1999.0,deploy,driver
,alive,none,none,m,29,1999,1990.0,unavail,pass
,alive,none,belted,m,36,2000,1994.0,unavail,driver
,alive,none,none,m,45,1998,1991.0,unavail,driver
,alive,airbag,belted,f,38,1998,1995.0,deploy,driver
,alive,airbag,belted,f,48,2002,1995.0,deploy,driver
,alive,airbag,belted,f,22,2002,1999.0,deploy,driver
,alive,none,belted,m,35,1998,1989.0,unavail,driver
,alive,none,none,m,28,1997,1979.0,unavail,driver
,dead,airbag,none,m,20,1999,1995.0,deploy,driver
,alive,airbag,none,f,28,2000,1999.0,deploy,driver
,alive,airbag,belted,f,27,1999,1998.0,deploy,driver
,alive,airbag,belted,f,26,2001,2000.0,deploy,driver
,alive,none,belted,m,29,2000,1993.0,unavail,driver
,alive,airbag,belted,f,60,2000,1996.0,nodeploy,pass
,alive,airbag,belted,m,56,1998,1993.0,deploy,driver
,alive,none,belted,f,36,1998,1988.0,unavail,pass
,alive,airbag,belted,f,47,2000,1993.0,nodeploy,driver
,dead,none,none,m,36,1998,1987.0,unavail,driver
,alive,airbag,belted,m,44,1998,1997.0,deploy,driver
,alive,airbag,belted,f,18,2002,1997.0,nodeploy,driver
,alive,airbag,belted,f,23,1999,1997.0,deploy,driver
,alive,none,belted,m,82,2001,1990.0,unavail,driver
,alive,none,belted,f,29,1997,1994.0,unavail,driver
,alive,airbag,belted,m,17,1999,1995.0,nodeploy,driver
,alive,none,belted,f,18,1999,1988.0,unavail,driver
,dead,airbag,none,f,90,1999,1991.0,deploy,driver
,dead,none,none,m,34,1997,1987.0,unavail,driver
,alive,airbag,none,m,22,2002,1998.0,deploy,driver
,alive,none,belted,m,60,1997,1990.0,unavail,driver
,alive,none,belted,f,19,1997,1993.0,unavail,driver
,alive,airbag,belted,f,66,2002,1997.0,nodeploy,driver
,alive,none,none,f,19,1998,1986.0,unavail,driver
,alive,airbag,belted,m,27,1997,1990.0,nodeploy,driver
,alive,none,none,m,36,2002,1994.0,unavail,driver
,alive,none,belted,m,20,1998,1990.0,unavail,driver
,alive,none,belted,m,20,1998,1989.0,unavail,driver
,alive,airbag,none,m,36,1997,1997.0,deploy,driver
,alive,airbag,none,m,48,2001,1997.0,deploy,driver
,alive,none,belted,f,49,1999,1988.0,unavail,driver
,alive,none,none,f,18,1999,1989.0,unavail,driver
,alive,airbag,belted,m,19,2002,1993.0,deploy,driver
,alive,airbag,belted,f,41,1999,1993.0,nodeploy,driver
,alive,airbag,belted,f,36,2000,2000.0,deploy,driver
,alive,airbag,belted,f,32,2000,1995.0,deploy,driver
,alive,none,belted,f,69,2001,1986.0,unavail,driver
,alive,airbag,belted,m,63,2002,1999.0,deploy,driver
,alive,none,none,f,29,1998,1987.0,unavail,driver
,alive,none,belted,f,44,2001,1987.0,unavail,driver
,alive,airbag,belted,f,49,2001,1998.0,deploy,driver
,alive,none,belted,f,44,2001,1990.0,unavail,pass
,dead,none,none,f,27,1997,1984.0,unavail,driver
,alive,none,belted,m,27,1997,1981.0,unavail,driver
,alive,airbag,none,m,21,2002,1995.0,deploy,driver
,alive,none,none,m,39,1999,1994.0,unavail,driver
,alive,none,none,m,19,1998,1991.0,unavail,pass
,alive,airbag,none,f,30,1999,1999.0,deploy,driver
