,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
17968,alive,none,none,m,43,2001,1984,unavail,pass
17969,alive,airbag,belted,f,29,2001,1998,nodeploy,driver
17970,alive,airbag,none,f,46,2001,1994,deploy,driver
17971,alive,none,none,m,49,2001,1994,unavail,pass
17972,alive,airbag,belted,f,43,2001,1997,deploy,driver
17973,alive,airbag,none,m,59,2001,1999,deploy,driver
17974,alive,airbag,none,m,26,2001,1995,deploy,driver
17975,dead,none,none,m,51,2001,1990,unavail,driver
17976,alive,airbag,belted,f,31,2001,1999,nodeploy,driver
17977,alive,airbag,none,m,31,2001,1999,nodeploy,pass
17978,alive,airbag,belted,f,53,2001,1993,deploy,driver
17979,alive,airbag,belted,f,35,2001,2000,nodeploy,driver
17980,alive,airbag,none,f,27,2001,2001,deploy,driver
17981,alive,airbag,belted,m,19,2001,2000,deploy,driver
17982,alive,airbag,none,f,28,2001,2001,deploy,driver
17983,alive,airbag,belted,m,26,2001,2001,deploy,pass
17984,alive,airbag,belted,f,18,2001,1995,nodeploy,driver
17985,alive,airbag,belted,f,28,2001,2000,deploy,driver
17986,alive,none,none,f,43,2001,1984,unavail,driver
17987,alive,airbag,belted,m,44,2001,1999,deploy,driver
17988,alive,airbag,belted,f,17,2001,2000,deploy,driver
17989,alive,airbag,none,m,21,2001,2000,deploy,driver
17990,alive,airbag,none,f,28,2001,1993,deploy,driver
17991,alive,none,belted,f,66,2001,1993,unavail,pass
17992,alive,none,belted,f,76,2001,1974,unavail,driver
17993,alive,airbag,none,f,40,2001,1995,deploy,driver
17994,alive,none,belted,f,39,2001,1992,unavail,driver
17995,alive,airbag,belted,f,20,2001,1998,nodeploy,driver
17996,alive,airbag,belted,m,32,2001,1996,deploy,driver
17997,alive,airbag,belted,m,40,2001,1998,deploy,driver
17998,alive,airbag,belted,f,41,2001,1996,nodeploy,driver
17999,alive,airbag,belted,m,32,2001,1994,deploy,driver
18000,alive,none,none,m,18,2001,1982,unavail,driver
18001,alive,none,belted,f,21,2001,1982,unavail,pass
18002,alive,none,none,m,30,2001,1990,unavail,driver
18003,alive,none,none,m,41,2001,1990,unavail,pass
18004,alive,airbag,belted,m,17,2001,1995,deploy,driver
18005,alive,airbag,belted,m,75,2001,1995,nodeploy,driver
18006,alive,airbag,belted,f,49,2001,1991,nodeploy,driver
18007,alive,airbag,belted,f,63,2001,1990,deploy,driver
18008,alive,none,belted,f,73,2001,1990,unavail,pass
18009,alive,none,belted,m,46,2001,1989,unavail,driver
18010,alive,airbag,none,f,80,2001,1996,deploy,driver
18011,alive,airbag,belted,f,41,2001,1994,nodeploy,driver
18012,alive,airbag,belted,f,18,2001,2001,nodeploy,driver
18013,alive,airbag,none,f,21,2001,2000,deploy,driver
18014,alive,airbag,none,m,48,2001,1996,deploy,driver
18015,alive,airbag,belted,m,21,2001,1999,deploy,driver
18016,alive,none,belted,m,45,2001,1986,unavail,driver
18017,alive,airbag,belted,m,34,2001,2000,deploy,driver
18018,alive,airbag,belted,m,20,2001,1994,nodeploy,driver
18019,alive,airbag,belted,m,20,2001,1994,nodeploy,pass
18020,alive,none,belted,m,59,2001,1990,unavail,driver
18021,alive,airbag,belted,f,54,2001,2000,deploy,driver
18022,alive,airbag,belted,m,26,2001,1991,deploy,driver
18023,alive,airbag,belted,m,39,2001,1990,deploy,driver
18024,alive,none,none,m,27,2001,1990,unavail,driver
18025,alive,airbag,belted,f,32,2001,1998,nodeploy,driver
18026,alive,none,belted,m,17,2001,1988,unavail,driver
18027,alive,none,belted,f,24,2001,1988,unavail,driver
18028,alive,airbag,belted,m,33,2001,1996,deploy,driver
18029,alive,airbag,belted,m,37,2001,2001,nodeploy,driver
18030,alive,airbag,belted,f,27,2001,1995,nodeploy,driver
18031,alive,airbag,belted,m,27,2001,1996,nodeploy,driver
18032,alive,airbag,belted,m,55,2001,2000,deploy,driver
18033,alive,airbag,belted,m,26,2001,2000,nodeploy,driver
18034,alive,airbag,belted,m,39,2001,1997,deploy,driver
18035,alive,none,belted,f,41,2001,1989,unavail,driver
18036,alive,airbag,belted,f,36,2001,2000,deploy,driver
18037,alive,airbag,belted,f,24,2001,2000,nodeploy,driver
18038,alive,airbag,belted,m,25,2001,2000,nodeploy,pass
18039,alive,airbag,belted,f,52,2001,1999,deploy,driver
18040,alive,airbag,belted,m,31,2001,2001,nodeploy,driver
18041,alive,airbag,belted,m,19,2001,1999,deploy,driver
18042,alive,airbag,belted,m,48,2001,2000,nodeploy,driver
18043,alive,none,belted,f,21,2001,1989,unavail,driver
18044,alive,none,belted,f,25,2001,1989,unavail,pass
18045,alive,none,belted,f,23,2001,1989,unavail,driver
18046,dead,airbag,belted,m,92,2001,1996,deploy,driver
18047,alive,airbag,belted,f,19,2001,1997,nodeploy,driver
18048,alive,airbag,belted,m,30,2001,1999,nodeploy,driver
18049,alive,airbag,belted,f,34,2001,1999,nodeploy,pass
18050,alive,none,belted,m,19,2001,1995,unavail,driver
18051,alive,airbag,belted,f,17,2001,1999,deploy,driver
18052,alive,airbag,belted,f,18,2001,1999,deploy,pass
18053,alive,airbag,belted,m,43,2001,1993,deploy,driver
18054,alive,none,belted,f,44,2001,1993,unavail,pass
18055,alive,airbag,belted,m,61,2001,1995,deploy,driver
18056,alive,airbag,belted,f,30,2001,1993,deploy,driver
18057,dead,none,none,m,59,2001,1986,unavail,driver
18058,alive,airbag,belted,m,22,2001,1999,deploy,driver
18059,alive,airbag,none,m,25,2001,2001,deploy,driver
18060,alive,none,none,m,39,2001,1985,unavail,driver
18061,alive,airbag,belted,m,21,2001,1995,nodeploy,driver
18062,alive,airbag,belted,f,27,2001,1999,nodeploy,driver
18063,alive,airbag,belted,m,37,2001,1999,nodeploy,pass
18064,alive,none,belted,f,43,2001,1993,unavail,driver
18065,alive,airbag,belted,m,21,2001,2000,deploy,driver
18066,alive,airbag,belted,m,19,2001,2000,deploy,pass
18067,alive,none,belted,f,43,2001,1989,unavail,driver
18068,alive,airbag,belted,f,25,2001,1999,nodeploy,driver
18069,alive,airbag,belted,m,31,2001,1999,nodeploy,pass
18070,alive,none,belted,m,28,2001,1990,unavail,driver
18071,alive,none,belted,m,33,2001,1990,unavail,pass
18072,alive,airbag,belted,m,16,2001,1995,deploy,driver
18073,alive,none,belted,f,43,2001,1988,unavail,driver
18074,alive,airbag,none,m,16,2001,1998,nodeploy,pass
18075,alive,airbag,belted,m,81,2001,1993,nodeploy,driver
18076,alive,airbag,belted,f,81,2001,1993,nodeploy,pass
18077,alive,airbag,belted,f,24,2001,1998,deploy,driver
18078,alive,airbag,belted,m,56,2001,1994,nodeploy,driver
18079,alive,airbag,belted,m,25,2001,1989,nodeploy,driver
18080,alive,none,belted,m,38,2001,1994,unavail,driver
18081,alive,none,none,f,32,2001,1994,unavail,pass
18082,dead,none,belted,m,22,2001,1991,unavail,driver
18083,alive,airbag,belted,m,59,2001,2000,nodeploy,driver
18084,alive,airbag,none,m,30,2001,1995,deploy,driver
18085,alive,airbag,belted,f,42,2001,1998,deploy,driver
18086,alive,none,belted,m,18,2001,1991,unavail,driver
18087,alive,airbag,belted,f,38,2001,1998,deploy,driver
18088,alive,airbag,belted,m,20,2001,1993,deploy,driver
18089,alive,airbag,belted,f,51,2001,1995,nodeploy,driver
18090,alive,none,none,f,51,2001,1985,unavail,driver
18091,alive,airbag,belted,f,52,2001,2001,deploy,driver
18092,alive,airbag,belted,f,49,2001,2001,deploy,pass
18093,alive,airbag,none,m,33,2001,2001,deploy,driver
18094,alive,none,belted,f,50,2001,1991,unavail,driver
18095,alive,airbag,belted,f,29,2001,2000,deploy,driver
18096,alive,airbag,belted,f,71,2001,1999,nodeploy,driver
18097,alive,none,belted,f,20,2001,1994,unavail,driver
18098,alive,airbag,none,m,29,2001,2000,nodeploy,driver
18099,alive,airbag,belted,f,37,2001,1996,deploy,driver
18100,alive,none,none,m,47,2001,1990,unavail,driver
18101,dead,none,none,f,40,2001,1990,unavail,pass
18102,alive,airbag,belted,m,38,2001,1995,deploy,driver
18103,alive,airbag,belted,m,25,2001,1995,deploy,driver
18104,dead,none,belted,m,55,2001,1986,unavail,driver
18105,alive,airbag,belted,f,33,2001,1999,deploy,driver
18106,alive,none,none,m,29,2001,1988,unavail,driver
18107,alive,airbag,belted,f,55,2001,1998,deploy,driver
18108,alive,airbag,belted,f,24,2001,1996,nodeploy,driver
18109,alive,airbag,belted,m,25,2001,1994,nodeploy,driver
18110,dead,none,none,m,36,2001,1990,unavail,driver
18111,dead,none,none,m,33,2001,1990,unavail,pass
18112,alive,none,belted,m,55,2001,1986,unavail,driver
18113,alive,airbag,belted,m,52,2001,1998,nodeploy,driver
18114,alive,airbag,none,m,19,2001,2001,deploy,driver
18115,alive,airbag,none,m,27,2001,1998,deploy,driver
18116,alive,airbag,belted,f,18,2001,1999,deploy,driver
18117,alive,airbag,belted,f,35,2001,2001,deploy,driver
18118,alive,airbag,belted,m,47,2001,1998,nodeploy,driver
18119,alive,airbag,belted,f,39,2001,1998,nodeploy,pass
18120,alive,airbag,belted,f,55,2001,2000,nodeploy,driver
18121,alive,airbag,belted,m,37,2001,1999,nodeploy,driver
18122,alive,airbag,belted,m,49,2001,1999,nodeploy,pass
18123,alive,none,belted,m,29,2001,1991,unavail,driver
18124,alive,airbag,belted,m,46,2001,2000,nodeploy,driver
18125,alive,airbag,belted,f,46,2001,2000,deploy,driver
18126,alive,none,belted,m,53,2001,1989,unavail,driver
18127,alive,airbag,belted,m,23,2001,2002,nodeploy,driver
18128,dead,airbag,none,m,19,2001,2002,nodeploy,pass
18129,dead,none,none,f,63,2001,1986,unavail,driver
18130,alive,none,belted,m,40,2001,1992,unavail,driver
18131,alive,airbag,belted,f,53,2001,2001,nodeploy,driver
18132,alive,airbag,belted,m,32,2001,2000,deploy,driver
18133,alive,airbag,none,f,22,2001,2000,deploy,pass
18134,alive,airbag,belted,f,35,2001,2000,deploy,driver
18135,alive,airbag,belted,m,19,2001,1993,deploy,driver
18136,alive,airbag,belted,m,52,2001,1996,deploy,driver
18137,alive,none,belted,m,29,2001,1990,unavail,driver
18138,alive,none,belted,m,28,2001,1990,unavail,pass
18139,alive,airbag,belted,f,45,2001,1993,deploy,driver
18140,alive,airbag,none,m,21,2001,2000,deploy,driver
18141,alive,airbag,none,f,51,2001,1992,deploy,driver
18142,alive,none,belted,m,24,2001,1994,unavail,driver
18143,alive,airbag,none,m,19,2001,1996,deploy,driver
18144,alive,airbag,belted,m,40,2001,1998,deploy,driver
18145,alive,airbag,none,m,57,2001,1997,deploy,driver
18146,alive,airbag,belted,f,39,2001,1998,nodeploy,driver
18147,alive,airbag,belted,m,16,2001,1998,nodeploy,pass
18148,alive,airbag,belted,m,21,2001,1999,nodeploy,driver
18149,alive,none,belted,m,61,2001,1986,unavail,driver
18150,alive,airbag,belted,m,43,2001,1995,nodeploy,driver
18151,dead,none,belted,f,27,2001,1992,unavail,driver
18152,alive,airbag,belted,m,63,2001,1997,deploy,driver
18153,alive,airbag,belted,f,56,2001,1997,deploy,pass
18154,alive,airbag,belted,f,29,2001,2000,deploy,driver
18155,alive,airbag,belted,f,22,2001,1999,nodeploy,driver
18156,alive,none,none,m,21,2001,1984,unavail,driver
18157,alive,none,belted,f,19,2001,1984,unavail,pass
18158,alive,airbag,belted,m,55,2001,1998,deploy,driver
18159,alive,airbag,none,m,49,2001,1998,deploy,driver
18160,alive,airbag,belted,m,53,2001,2000,deploy,driver
18161,alive,airbag,belted,f,19,2001,1997,deploy,driver
18162,alive,airbag,belted,f,17,2001,1997,deploy,pass
18163,alive,airbag,belted,m,43,2001,2001,nodeploy,driver
18164,alive,airbag,belted,f,43,2001,2001,nodeploy,pass
18165,alive,none,none,m,21,2001,1989,unavail,driver
18166,alive,none,none,m,21,2001,1989,unavail,pass
18167,alive,airbag,belted,m,23,2001,1996,deploy,driver
18168,alive,airbag,belted,m,21,2001,1996,deploy,pass
18169,alive,airbag,belted,m,24,2001,1999,deploy,driver
18170,alive,airbag,belted,m,30,2001,1995,deploy,driver
18171,alive,airbag,belted,f,35,2001,1999,deploy,driver
18172,alive,none,none,m,22,2001,1990,unavail,driver
18173,alive,none,belted,f,21,2001,1990,unavail,pass
18174,alive,airbag,belted,f,51,2001,2001,nodeploy,driver
18175,alive,airbag,belted,f,16,2001,2000,nodeploy,driver
18176,alive,airbag,belted,f,16,2001,1999,nodeploy,driver
18177,alive,airbag,belted,m,33,2001,1998,deploy,driver
18178,alive,none,belted,m,30,2001,1988,unavail,driver
18179,alive,airbag,none,m,34,2001,1999,deploy,driver
18180,alive,airbag,belted,f,63,2001,2000,nodeploy,driver
18181,alive,airbag,none,f,40,2001,1999,nodeploy,driver
18182,alive,airbag,belted,m,16,2001,1999,nodeploy,pass
18183,alive,none,belted,m,17,2001,1990,unavail,driver
18184,alive,airbag,belted,f,29,2001,2000,nodeploy,driver
18185,alive,airbag,belted,m,41,2001,2001,deploy,driver
18186,alive,airbag,belted,f,24,2001,2000,nodeploy,driver
18187,alive,airbag,belted,m,28,2001,2000,nodeploy,pass
18188,alive,none,none,f,42,2001,1990,unavail,driver
18189,alive,airbag,none,f,31,2001,1999,deploy,driver
18190,alive,airbag,belted,f,32,2001,1996,nodeploy,driver
18191,alive,airbag,belted,f,34,2001,1999,deploy,driver
18192,alive,airbag,belted,f,41,2001,1999,deploy,driver
18193,alive,airbag,belted,f,47,2001,1998,deploy,driver
18194,alive,airbag,belted,m,23,2001,2000,deploy,driver
18195,alive,airbag,belted,f,56,2001,2000,deploy,pass
18196,alive,airbag,belted,f,35,2001,2000,nodeploy,driver
18197,alive,airbag,belted,m,49,2001,1996,deploy,driver
18198,alive,none,belted,m,45,2001,1996,unavail,pass
18199,alive,none,none,m,46,2001,1986,unavail,driver
18200,alive,airbag,belted,m,22,2001,1997,nodeploy,driver
18201,alive,airbag,belted,m,20,2001,1997,nodeploy,pass
18202,alive,airbag,belted,f,29,2001,1999,deploy,driver
18203,alive,none,none,f,16,2001,1991,unavail,driver
18204,alive,none,none,f,19,2001,1991,unavail,pass
18205,alive,none,belted,m,54,2001,1985,unavail,driver
18206,alive,none,belted,f,38,2001,1985,unavail,pass
18207,alive,airbag,belted,f,38,2001,1998,nodeploy,driver
18208,alive,none,none,m,37,2001,1987,unavail,driver
18209,alive,airbag,belted,f,38,2001,1999,deploy,driver
18210,alive,airbag,belted,f,21,2001,2000,nodeploy,driver
18211,alive,none,belted,m,31,2001,1990,unavail,driver
18212,alive,airbag,belted,f,20,2001,2000,nodeploy,driver
18213,alive,airbag,belted,f,21,2001,2000,nodeploy,pass
18214,alive,airbag,belted,f,41,2001,2001,deploy,driver
18215,alive,airbag,belted,f,40,2001,1994,deploy,driver
18216,alive,none,belted,m,27,2001,1990,unavail,driver
18217,alive,none,belted,m,29,2001,1990,unavail,pass
18218,alive,airbag,belted,m,36,2001,1999,nodeploy,driver
18219,alive,airbag,belted,m,68,2001,1995,deploy,driver
18220,alive,airbag,belted,f,67,2001,1995,deploy,pass
18221,alive,airbag,belted,m,54,2001,2001,nodeploy,driver
18222,alive,airbag,belted,f,43,2001,2001,deploy,driver
18223,alive,airbag,belted,f,20,2001,1999,nodeploy,driver
18224,alive,airbag,belted,f,40,2001,1996,nodeploy,driver
18225,alive,airbag,belted,m,42,2001,2000,deploy,driver
18226,alive,none,belted,m,53,2001,1986,unavail,driver
18227,alive,none,belted,f,55,2001,1986,unavail,pass
18228,alive,airbag,belted,m,30,2001,2000,deploy,driver
18229,alive,airbag,belted,m,24,2001,1999,deploy,driver
18230,alive,airbag,belted,m,35,2001,2000,nodeploy,driver
18231,alive,airbag,belted,m,31,2001,2000,nodeploy,driver
18232,alive,airbag,belted,f,29,2001,2000,nodeploy,pass
18233,alive,airbag,none,m,29,2001,1999,nodeploy,driver
18234,alive,airbag,none,m,34,2001,1999,deploy,driver
18235,alive,airbag,belted,f,58,2001,1998,nodeploy,driver
18236,dead,none,belted,m,34,2001,1984,unavail,driver
18237,alive,airbag,none,f,16,2001,1999,deploy,driver
18238,alive,none,belted,m,47,2001,1988,unavail,driver
18239,alive,none,belted,f,33,2001,1988,unavail,pass
18240,alive,airbag,belted,m,46,2001,1996,nodeploy,driver
18241,alive,airbag,belted,f,90,2001,1999,nodeploy,driver
18242,alive,airbag,belted,m,16,2001,1996,deploy,driver
18243,alive,airbag,none,m,16,2001,1996,deploy,pass
18244,alive,airbag,belted,f,25,2001,1997,deploy,driver
18245,alive,airbag,belted,f,31,2001,1999,nodeploy,driver
18246,dead,airbag,none,m,35,2001,1992,deploy,driver
18247,alive,airbag,belted,f,38,2001,2001,deploy,driver
18248,dead,none,none,m,21,2001,1989,unavail,driver
18249,alive,none,belted,m,33,2001,1981,unavail,driver
18250,alive,none,belted,f,16,2001,1992,unavail,driver
18251,alive,none,belted,f,17,2001,1992,unavail,pass
18252,alive,airbag,belted,f,20,2001,1996,deploy,driver
18253,alive,airbag,belted,m,38,2001,2000,nodeploy,driver
18254,alive,none,belted,f,26,2001,1991,unavail,driver
18255,alive,airbag,belted,m,29,2001,2001,deploy,driver
18256,alive,airbag,belted,m,47,2001,1999,nodeploy,driver
18257,alive,airbag,belted,f,46,2001,1999,nodeploy,pass
18258,alive,airbag,belted,m,19,2001,1998,deploy,driver
18259,alive,airbag,belted,f,29,2001,2000,deploy,driver
18260,alive,airbag,belted,f,25,2001,1999,nodeploy,driver
18261,alive,airbag,belted,m,25,2001,1999,nodeploy,pass
18262,alive,airbag,belted,f,31,2001,1999,deploy,driver
18263,alive,airbag,belted,f,70,2001,1999,deploy,pass
18264,alive,airbag,belted,f,44,2001,1999,nodeploy,driver
18265,alive,airbag,belted,m,54,2001,1995,deploy,driver
18266,alive,none,belted,m,24,2001,1989,unavail,driver
18267,dead,airbag,belted,m,19,2001,2001,nodeploy,driver
18268,dead,airbag,belted,m,19,2001,2001,nodeploy,pass
18269,alive,none,belted,m,64,2001,1995,unavail,driver
18270,alive,airbag,none,m,34,2001,1998,nodeploy,driver
18271,alive,airbag,belted,f,32,2001,1999,deploy,driver
18272,alive,airbag,belted,f,17,2001,1990,deploy,driver
18273,alive,airbag,belted,f,53,2001,2001,deploy,driver
18274,alive,airbag,belted,m,40,2001,1994,deploy,driver
18275,alive,airbag,belted,f,35,2001,1996,deploy,driver
18276,alive,airbag,belted,f,39,2001,1996,nodeploy,driver
18277,dead,airbag,belted,m,29,2001,1996,deploy,driver
18278,alive,airbag,none,m,22,2001,2001,deploy,driver
18279,alive,airbag,belted,f,17,2001,1998,nodeploy,driver
18280,alive,airbag,belted,f,55,2001,2000,nodeploy,driver
18281,alive,none,none,m,20,2001,1992,unavail,driver
18282,alive,none,none,f,21,2001,1992,unavail,pass
18283,alive,airbag,belted,m,29,2001,2000,deploy,driver
18284,alive,none,belted,f,25,2001,1984,unavail,driver
18285,alive,airbag,belted,f,51,2001,1999,deploy,driver
18286,alive,airbag,belted,m,16,2001,1995,nodeploy,driver
18287,alive,airbag,belted,f,28,2001,1997,deploy,driver
18288,alive,airbag,none,m,58,2001,1999,deploy,driver
18289,alive,airbag,belted,f,70,2001,1994,deploy,driver
18290,alive,none,belted,f,29,2001,1989,unavail,driver
18291,alive,airbag,none,m,21,2001,2000,deploy,driver
18292,alive,none,belted,f,66,2001,1985,unavail,driver
18293,alive,airbag,belted,m,29,2001,1997,deploy,driver
18294,alive,airbag,belted,f,27,2001,1997,deploy,pass
18295,alive,airbag,belted,m,27,2001,2002,nodeploy,driver
18296,alive,airbag,belted,m,26,2001,2000,nodeploy,driver
18297,alive,none,belted,m,31,2001,1994,unavail,driver
18298,alive,airbag,belted,f,52,2001,1994,deploy,driver
18299,alive,airbag,belted,f,22,2001,1997,deploy,driver
18300,alive,airbag,belted,m,48,2001,1999,nodeploy,driver
18301,alive,airbag,belted,f,46,2001,1999,nodeploy,pass
18302,alive,airbag,belted,m,25,2001,2000,deploy,driver
18303,alive,airbag,belted,m,29,2001,2000,deploy,driver
18304,alive,airbag,belted,m,51,2001,1999,deploy,driver
18305,alive,airbag,belted,f,41,2001,1999,deploy,pass
18306,alive,airbag,belted,f,18,2001,1993,deploy,driver
18307,alive,airbag,belted,m,29,2001,2001,deploy,driver
18308,alive,airbag,belted,f,29,2001,1995,nodeploy,driver
18309,alive,airbag,belted,f,41,2001,1997,deploy,driver
18310,alive,airbag,belted,m,44,2001,1997,deploy,pass
18311,alive,none,none,m,24,2001,1993,unavail,driver
18312,alive,airbag,belted,m,57,2001,1998,deploy,driver
18313,alive,airbag,belted,f,52,2001,1998,deploy,pass
18314,alive,airbag,belted,m,36,2001,1995,nodeploy,driver
18315,alive,airbag,belted,f,43,2001,2000,nodeploy,driver
18316,alive,airbag,belted,m,23,2001,1993,deploy,driver
18317,alive,none,belted,m,18,2001,1991,unavail,driver
18318,alive,airbag,belted,f,26,2001,1999,nodeploy,driver
18319,alive,airbag,belted,m,42,2001,1997,nodeploy,driver
18320,alive,airbag,belted,f,20,2001,2000,deploy,driver
18321,alive,airbag,belted,f,36,2001,1998,deploy,driver
18322,alive,none,belted,f,35,2001,1989,unavail,driver
18323,alive,airbag,belted,m,80,2001,2001,nodeploy,driver
18324,alive,airbag,belted,f,77,2001,2001,nodeploy,pass
18325,alive,airbag,belted,f,32,2001,1999,nodeploy,driver
18326,alive,airbag,belted,f,68,2001,2000,deploy,driver
18327,alive,airbag,none,m,22,2001,2001,nodeploy,driver
18328,alive,airbag,belted,m,19,2001,2001,nodeploy,pass
18329,alive,airbag,belted,m,32,2001,2000,deploy,driver
18330,dead,airbag,belted,m,19,2001,1997,nodeploy,driver
18331,alive,airbag,belted,m,49,2001,1994,deploy,driver
18332,alive,none,belted,m,35,2001,1992,unavail,driver
18333,alive,none,belted,m,30,2001,1992,unavail,pass
18334,alive,airbag,belted,m,36,2001,1999,deploy,driver
18335,alive,airbag,belted,m,44,2001,2000,deploy,driver
18336,alive,airbag,none,f,47,2001,2000,deploy,pass
18337,dead,none,belted,m,80,2001,1993,unavail,driver
18338,alive,airbag,belted,f,22,2001,1996,deploy,driver
18339,alive,airbag,belted,f,27,2001,1996,nodeploy,driver
18340,alive,airbag,belted,f,28,2001,2001,nodeploy,driver
18341,alive,airbag,belted,f,49,2001,1998,deploy,driver
18342,alive,airbag,belted,f,49,2001,1999,deploy,driver
18343,alive,airbag,belted,m,31,2001,1999,nodeploy,driver
18344,alive,airbag,belted,m,25,2001,1999,nodeploy,pass
18345,alive,airbag,belted,f,19,2001,1991,nodeploy,driver
18346,alive,airbag,belted,f,25,2001,1991,nodeploy,pass
18347,alive,airbag,belted,m,27,2001,2001,deploy,driver
18348,alive,none,belted,m,38,2001,1996,unavail,driver
18349,alive,none,belted,f,17,2001,1989,unavail,driver
18350,alive,airbag,none,m,48,2001,1999,deploy,driver
18351,alive,airbag,belted,m,20,2001,1994,deploy,driver
18352,alive,airbag,belted,m,23,2001,1999,deploy,driver
18353,alive,none,belted,f,21,2001,1991,unavail,driver
18354,dead,none,belted,f,43,2001,1994,unavail,driver
18355,dead,airbag,belted,f,45,2001,2000,deploy,driver
18356,alive,airbag,belted,m,50,2001,1995,deploy,driver
18357,alive,airbag,belted,f,16,2001,1999,nodeploy,driver
18358,alive,airbag,belted,f,16,2001,1999,nodeploy,pass
18359,alive,airbag,belted,f,48,2001,1999,deploy,driver
18360,alive,airbag,belted,m,41,2001,1999,deploy,pass
18361,alive,airbag,belted,m,18,2001,2000,deploy,driver
18362,alive,airbag,belted,m,23,2001,2000,deploy,pass
18363,alive,none,belted,m,21,2001,1983,unavail,driver
18364,alive,none,belted,m,24,2001,1983,unavail,pass
18365,alive,airbag,belted,f,47,2001,1998,deploy,driver
18366,alive,none,none,f,16,2001,1989,unavail,driver
18367,alive,airbag,none,m,21,2001,1995,deploy,driver
18368,dead,airbag,none,m,37,2001,1995,deploy,pass
18369,alive,airbag,belted,f,56,2001,1998,nodeploy,driver
18370,alive,airbag,none,m,58,2001,1998,nodeploy,pass
18371,alive,airbag,none,f,26,2001,1993,deploy,driver
18372,alive,none,none,m,22,2001,1993,unavail,pass
18373,alive,airbag,belted,m,24,2001,2000,deploy,driver
18374,alive,none,belted,m,21,2001,1991,unavail,driver
18375,alive,none,belted,m,19,2001,1988,unavail,driver
18376,alive,none,belted,m,33,2001,1988,unavail,pass
18377,alive,airbag,belted,f,46,2001,2002,nodeploy,driver
18378,dead,none,belted,m,25,2001,1993,unavail,driver
18379,alive,none,belted,m,30,2001,1993,unavail,pass
18380,alive,airbag,belted,m,31,2001,2000,deploy,driver
18381,alive,airbag,none,m,38,2001,1992,deploy,driver
18382,alive,airbag,belted,m,19,2001,2001,nodeploy,driver
18383,alive,airbag,belted,m,49,2001,1998,deploy,driver
18384,alive,airbag,belted,f,49,2001,1998,deploy,pass
18385,alive,airbag,belted,f,83,2001,1995,deploy,driver
18386,alive,airbag,belted,m,70,2001,1999,deploy,driver
18387,alive,airbag,belted,f,68,2001,1999,deploy,pass
18388,alive,none,none,m,41,2001,1988,unavail,driver
18389,alive,airbag,belted,f,23,2001,1995,nodeploy,driver
18390,alive,none,none,m,17,2001,1989,unavail,driver
18391,alive,none,none,m,52,2001,1989,unavail,pass
18392,dead,airbag,none,f,19,2001,1995,deploy,driver
18393,alive,none,belted,m,16,2001,1992,unavail,driver
18394,alive,none,none,m,20,2001,1989,unavail,driver
18395,alive,airbag,belted,f,43,2001,1995,deploy,driver
18396,alive,none,none,f,39,2001,1973,unavail,driver
18397,alive,airbag,belted,f,33,2001,1996,deploy,driver
18398,alive,airbag,none,f,34,2001,1997,deploy,driver
18399,alive,airbag,belted,f,73,2001,1999,deploy,driver
18400,alive,airbag,none,m,23,2001,1998,nodeploy,driver
18401,alive,airbag,none,f,48,2001,2001,deploy,driver
18402,alive,none,none,m,20,2001,1985,unavail,driver
18403,alive,none,belted,f,23,2001,1984,unavail,driver
18404,alive,none,belted,f,16,2001,1984,unavail,pass
18405,alive,none,belted,f,48,2001,1993,unavail,driver
18406,alive,airbag,belted,m,18,2001,2001,deploy,driver
18407,alive,none,none,f,35,2001,1985,unavail,driver
18408,alive,airbag,belted,f,30,2001,2000,deploy,driver
18409,alive,airbag,none,f,71,2001,1993,nodeploy,driver
18410,alive,airbag,belted,m,19,2001,1993,deploy,driver
18411,alive,none,none,f,22,2001,1993,unavail,pass
18412,dead,airbag,none,f,69,2001,1996,deploy,driver
18413,alive,none,belted,m,22,2001,1989,unavail,driver
18414,alive,none,belted,m,16,2001,1989,unavail,pass
18415,alive,none,belted,m,55,2001,1988,unavail,driver
18416,alive,none,belted,m,55,2001,1988,unavail,pass
18417,alive,airbag,belted,f,86,2001,1991,nodeploy,driver
18418,alive,none,none,m,22,2001,1985,unavail,driver
18419,alive,none,belted,m,51,2001,1993,unavail,driver
18420,alive,none,belted,m,31,2001,1993,unavail,driver
18421,alive,airbag,belted,m,29,2001,1999,deploy,driver
18422,alive,airbag,none,f,39,2001,1996,nodeploy,driver
18423,alive,airbag,belted,f,59,2001,1996,nodeploy,pass
18424,alive,none,belted,m,65,2001,1993,unavail,driver
18425,alive,none,belted,f,65,2001,1993,unavail,pass
18426,alive,airbag,belted,f,53,2001,1994,deploy,driver
18427,alive,none,belted,f,20,2001,1991,unavail,driver
18428,alive,none,none,f,43,2001,1991,unavail,pass
18429,alive,none,none,f,55,2001,1984,unavail,driver
18430,alive,none,none,f,37,2001,1984,unavail,pass
18431,alive,none,belted,m,44,2001,1993,unavail,driver
18432,alive,none,belted,m,31,2001,1990,unavail,driver
18433,alive,none,belted,m,47,2001,1978,unavail,driver
18434,dead,airbag,none,m,19,2001,2000,deploy,driver
18435,alive,none,none,m,31,2001,1986,unavail,driver
